index,0,1,2
26457,0.056888888888888885,0.21530317460317458,0.7278079365079365
26458,0.5640000000000001,0.25171111111111116,0.1842888888888889
26459,0.015147619047619047,0.02527777777777778,0.9595746031746032
26460,0.049077777777777776,0.06300000000000001,0.8879222222222223
26461,0.10919999999999999,0.17311111111111116,0.7176888888888888
26462,0.014666666666666668,0.03955555555555555,0.9457777777777779
26463,0.38194444444444453,0.5620555555555555,0.056
26464,0.027733333333333332,0.023333333333333327,0.9489333333333333
26465,0.02866666666666667,0.06665873015873017,0.9046746031746034
26466,0.011555555555555555,0.27523333333333333,0.7132111111111111
26467,0.012888888888888887,0.023000000000000003,0.9641111111111113
26468,0.005333333333333333,0.014666666666666663,0.9800000000000002
26469,0.8041666666666666,0.04350000000000001,0.15233333333333335
26470,0.10092380952380951,0.2634,0.6356761904761905
26471,0.07744444444444444,0.1874,0.7351555555555556
26472,0.017166666666666667,0.222,0.7608333333333333
26473,0.002333333333333333,0.013111111111111112,0.9845555555555556
26474,0.13608095238095239,0.8123190476190476,0.05160000000000001
26475,0.5504079365079365,0.2698888888888889,0.17970317460317464
26476,0.014833333333333334,0.03755555555555556,0.9476111111111111
26477,0.15346904761904762,0.07077777777777779,0.7757531746031745
26478,0.04959999999999999,0.07644444444444444,0.8739555555555556
26479,0.022,0.03533333333333333,0.9426666666666669
26480,0.02923809523809524,0.027666666666666666,0.9430952380952382
26481,0.021444444444444447,0.7676333333333334,0.2109222222222222
26482,0.12155555555555554,0.013666666666666669,0.864777777777778
26483,0.0024999999999999996,0.20183333333333336,0.7956666666666667
26484,0.12738888888888888,0.14516666666666667,0.7274444444444443
26485,0.004,0.0026666666666666666,0.9933333333333333
26486,0.09131111111111109,0.11663015873015872,0.7920587301587301
26487,0.060433333333333325,0.12111111111111109,0.8184555555555556
26488,0.15208968253968255,0.7705714285714288,0.0773388888888889
26489,0.002,0.31999999999999995,0.6779999999999999
26490,0.10422222222222226,0.1348,0.7609777777777778
26491,0.006666666666666667,0.016,0.9773333333333334
26492,0.014222222222222223,0.2979,0.6878777777777778
26493,0.8526666666666669,0.14733333333333332,0.0
26494,0.1202222222222222,0.5212222222222223,0.35855555555555557
26495,0.05333333333333334,0.05505555555555556,0.8916111111111112
26496,0.14500000000000002,0.17572222222222222,0.6792777777777778
26497,0.003666666666666666,0.9583777777777777,0.03795555555555556
26498,0.4822222222222222,0.42966666666666675,0.08811111111111111
26499,0.08645555555555556,0.09320952380952383,0.8203349206349206
26500,0.006666666666666667,0.3096,0.6837333333333333
26501,0.09097777777777778,0.46566666666666673,0.44335555555555556
26502,0.0,0.0026666666666666666,0.9973333333333332
26503,0.09728888888888891,0.5704444444444443,0.3322666666666667
26504,0.15394444444444447,0.32686666666666664,0.5191888888888889
26505,0.06137777777777777,0.08133333333333333,0.8572888888888889
26506,0.11377777777777778,0.8484444444444444,0.03777777777777778
26507,0.10368333333333335,0.8349833333333335,0.06133333333333332
26508,0.22110000000000002,0.19015555555555555,0.5887444444444444
26509,0.2458111111111111,0.14523333333333333,0.6089555555555556
